STUDY	DATASETNAME	BESTAVAILABLE	USSTATEALPHACODE	STATECODE	COUNTYCODE	STATECOUNTYCODE	COUNTYNAME	YEAR	TP-TotPop	PS-GWPop	PS-SWPop	PS-TOPop	PS-WGWFr	PS-WGWSa	PS-WGWTo	PS-WSWFr	PS-WSWSa	PS-WSWTo	PS-WFrTo	PS-WSaTo	PS-WTotl	PS-DelDO	PS-DelCO	PS-DelIN	PS-DelPT	PS-DelTO	PS-UsLos	PS-PrCap	PS-RecWW	PS-Facil	CO-WGWFr	CO-WGWSa	CO-WGWTo	CO-WSWFr	CO-WSWSa	CO-WSWTo	CO-WFrTo	CO-WSaTo	CO-WTotl	CO-PSDel	CO-WDelv	CO-CUsFr	CO-CUsSa	CO-CUTot	CO-RecWW	DO-SSPop	DO-WGWFr	DO-WGWSa	DO-WGWTo	DO-WSWFr	DO-WSWSa	DO-WSWTo	DO-WFrTo	DO-WSaTo	DO-WTotl	DO-SSPCp	DO-PSPop	DO-PSDel	DO-PSPCp	DO-WDelv	DO-CUsFr	DO-CUsSa	DO-CUTot	IN-WGWFr	IN-WGWSa	IN-WGWTo	IN-WSWFr	IN-WSWSa	IN-WSWTo	IN-WFrTo	IN-WSaTo	IN-WTotl	IN-PSDel	IN-WDelv	IN-CUsFr	IN-CUsSa	IN-CUTot	IN-RecWW	IN-Facil	PF-WGWFr	PF-WGWSa	PF-WGWTo	PF-WSWFr	PF-WSWSa	PF-WSWTo	PF-WFrTo	PF-WSaTo	PF-WTotl	PF-PSDel	PF-WDelv	PF-CUsFr	PF-CUsSa	PF-CUTot	PF-Power	PF-RecWW	PF-Facil	PG-WGWFr	PG-WGWSa	PG-WGWTo	PG-WSWFr	PG-WSWSa	PG-WSWTo	PG-WFrTo	PG-WSaTo	PG-WTotl	PG-PSDel	PG-WDelv	PG-CUsFr	PG-CUsSa	PG-CUTot	PG-Power	PG-RecWW	PG-Facil	PN-WGWFr	PN-WGWSa	PN-WGWTo	PN-WSWFr	PN-WSWSa	PN-WSWTo	PN-WFrTo	PN-WSaTo	PN-WTotl	PN-PSDel	PN-WDelv	PN-CUsFr	PN-CUsSa	PN-CUTot	PN-Power	PN-RecWW	PN-Facil	PO-WGWFr	PO-WGWSa	PO-WGWTo	PO-WSWFr	PO-WSWSa	PO-WSWTo	PO-WFrTo	PO-WSaTo	PO-WTotl	PO-PSDel	PO-WDelv	PO-CUsFr	PO-CUsSa	PO-CUTot	PO-Power	PO-RecWW	PO-Facil	PC-WGWFr	PC-WGWSa	PC-WGWTo	PC-WSWFr	PC-WSWSa	PC-WSWTo	PC-WFrTo	PC-WSaTo	PC-WTotl	PC-PSDel	PC-WDelv	PC-CUsFr	PC-CUsSa	PC-CUTot	PC-Power	PC-RecWW	PC-Facil	PT-WGWFr	PT-WGWSa	PT-WGWTo	PT-WSWFr	PT-WSWSa	PT-WSWTo	PT-WFrTo	PT-WSaTo	PT-WTotl	PT-PSDel	PT-WDelv	PT-CUsFr	PT-CUsSa	PT-CUTot	PT-Power	PT-RecWW	PT-Facil	MI-WGWFr	MI-WGWSa	MI-WGWTo	MI-WSWFr	MI-WSWSa	MI-WSWTo	MI-WFrTo	MI-WSaTo	MI-WTotl	MI-CUsFr	MI-CUsSa	MI-CUTot	MI-RecWW	LS-WGWFr	LS-WGWSa	LS-WGWTo	LS-WSWFr	LS-WSWSa	LS-WSWTo	LS-WFrTo	LS-WSaTo	LS-WTotl	LS-CUsFr	LS-CUsSa	LS-CUTot	LI-WGWFr	LI-WSWFr	LI-WFrTo	LI-CUsFr	LA-WGWFr	LA-WGWSa	LA-WGWTo	LA-WSWFr	LA-WSWSa	LA-WSWTo	LA-WFrTo	LA-WSaTo	LA-WTotl	LA-CUsFr	LA-CUsSa	LA-CUTot	AQ-WGWFr	AQ-WGWSa	AQ-WGWTo	AQ-WSWFr	AQ-WSWSa	AQ-WSWTo	AQ-WFrTo	AQ-WSaTo	AQ-WTotl	AQ-CUsFr	AQ-CUsSa	AQ-CUTot	IC-WGWFr	IC-WSWFr	IC-WFrTo	IC-CUsFr	IC-CLoss	IC-IrSpr	IC-IrMic	IC-IrSur	IC-IrTot	IC-RecWW	IG-WGWFr	IG-WSWFr	IG-WFrTo	IG-CUsFr	IG-CLoss	IG-IrSpr	IG-IrMic	IG-IrSur	IG-IrTot	IG-RecWW	IT-WGWFr	IT-WGWSa	IT-WGWTo	IT-WSWFr	IT-WSWSa	IT-WSWTo	IT-WFrTo	IT-WSaTo	IT-WTotl	IT-CUsFr	IT-CUsSa	IT-CUTot	IT-CLoss	IT-IrSpr	IT-IrMic	IT-IrSur	IT-IrTot	IT-RecWW	HY-InUse	HY-OffFr	HY-OffSa	HY-OffTo	HY-InPow	HY-OfPow	HY-ToPow	HY-InFac	HY-OfFac	HY-ToFac	WW-PuRet	WW-PuFac	WW-RecWW
3258133432	--	--	HI	15	7	15007	Kauai County	1990	51.18	45.63	0.46	46.09	13.39	--	--	0.13	--	--	13.52	--	--	6.41	4.36	0.3	0	11.07	--	--	--	23	0.54	--	--	0	--	--	0.54	--	--	4.36	--	2.21	--	--	--	5.09	2.49	--	--	0	--	--	2.49	--	--	489	46.09	6.41	139	8.9	4.45	--	--	0.03	0	0.03	6.34	0	6.34	6.37	0	6.37	0.3	6.67	0	0	0	0	13	10.98	--	--	0	40.94	40.94	10.98	--	--	0	--	0.3	0.41	0.71	251.83	--	2	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	0	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	10.98	--	--	--	--	--	--	--	--	0	--	0.3	0.41	0.71	251.83	--	2	0.08	0	0.08	0	0	0	0.08	0	0.08	0.07	0	0.07	--	0.23	--	--	0	--	--	0.23	--	--	0.2	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	27	--	--	184.61	--	--	211.61	--	--	147.32	--	--	38.82	18.32	--	6.74	--	1.71	93.72	--	--	--	40.53	--	--	5	--	--	0.9	4	1.71
3258133432	--	--	HI	15	9	15009	Maui County	1990	100.73	79.23	12.37	91.6	26.25	--	--	12.2	--	--	38.45	--	--	19.6	7.51	1.01	0.05	28.17	--	--	--	24	2.29	--	--	0.6	--	--	2.89	--	--	7.51	--	4.02	--	--	--	9.13	1.35	--	--	0.92	--	--	2.27	--	--	249	91.6	19.6	214	21.87	10.93	--	--	0.59	0.61	1.2	0	0	0	0.59	0.61	1.2	1.01	2.21	0.02	0.01	0.03	0	12	26.91	--	--	0.05	46.63	46.68	26.96	--	--	0.05	--	0.37	0.47	0.84	966.85	--	6	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	0	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	26.91	--	--	--	--	--	--	--	--	0.05	--	0.37	0.47	0.84	966.85	--	6	0.25	0	0.25	0	0	0	0.25	0	0.25	0.22	0	0.22	--	0.63	--	--	0	--	--	0.63	--	--	0.63	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	45.49	--	--	323.21	--	--	368.7	--	--	237	--	--	59.82	63.27	--	1.82	--	0.22	100	--	--	--	26.19	--	--	2	--	--	14.77	4	0.22
74410292	--	--	HI	15	1	15001	Hawaii County	1995	137.53	91.93	10.21	102.14	23.42	0	23.42	2.6	0	2.6	26.02	0	26.02	16.65	1.56	0.26	0.26	18.73	7.29	255	0	48	5.11	0	5.11	0	0	0	5.11	0	5.11	1.56	6.67	3.07	0	3.07	0	35.39	0.52	0	0.52	1.33	0	1.33	1.85	0	1.85	52	102.14	16.65	163	18.5	18.5	0	18.5	0	0	0	0	0	0	0	0	0	0.26	0.26	0.03	0	0.03	0	24	67.05	0	67.05	0	13	13	67.05	13	80.05	0.26	80.31	0.67	0.13	0.8	581.89	0	6	0.03	0	0.03	0	0	0	0.03	0	0.03	0	0.03	0	0	0	175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	67.08	0	67.08	0	13	13	67.08	13	80.08	0.26	80.34	0.67	0.13	0.8	756.89	0	7	0.07	0	0.07	0	0	0	0.07	0	0.07	0.06	0	0.06	0	0	0	0	1.94	0	1.94	1.94	0	1.94	1.94	0	1.94	--	--	--	--	0	0	0	0.61	2.99	3.6	0.61	2.99	3.6	0.01	0.03	0.04	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	12.63	0	12.63	0.5	0	0.5	13.13	0	13.13	8.55	0	8.55	1.97	2.4	16.5	1	19.9	0.4	160.84	0	0	0	68	0	68	10	0	10	3.59	6	0.4
74410292	--	--	HI	15	3	15003	Honolulu County	1995	877.2	867.97	0	867.97	141.59	0	141.59	0	0	0	141.59	0	141.59	85.86	37.07	4	0	126.93	14.66	163	0	37	34.53	0	34.53	0	0	0	34.53	0	34.53	37.07	71.6	32.94	0	32.94	0	9.23	0.53	0	0.53	0	0	0	0.53	0	0.53	57	867.97	85.86	99	86.39	43.2	0	43.2	12.91	0	12.91	0	0	0	12.91	0	12.91	4	16.91	1.69	0	1.69	0	183	0	0	0	0	818.83	818.83	0	818.83	818.83	0	818.83	0	8.19	8.19	4289.08	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	818.83	818.83	0	818.83	818.83	0	818.83	0	8.19	8.19	4289.08	0	4	0.36	0	0.36	0	0	0	0.36	0	0.36	0.32	0	0.32	0	1.55	0	1.55	0	0	0	1.55	0	1.55	1.55	0	1.55	--	--	--	--	4.78	13.37	18.15	0	0	0	4.78	13.37	18.15	0.05	0.13	0.18	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	46.26	0	46.26	36.38	0	36.38	82.64	0	82.64	55.16	0	55.16	12.4	6.8	20.12	0.99	27.91	4.3	0	0	0	0	0	0	0	0	0	0	118.26	15	4.3
74410292	--	--	HI	15	5	15005	Kalawao County	1995	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	--	--	--	0	0	0	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74410292	--	--	HI	15	7	15007	Kauai County	1995	56.13	49.76	0	49.76	13.62	0	13.62	0	0	0	13.62	0	13.62	7.34	2.15	0.17	0	9.66	3.96	274	0	28	1.13	0	1.13	0	0	0	1.13	0	1.13	2.15	3.28	1.51	0	1.51	0	6.37	0.56	0	0.56	0	0	0	0.56	0	0.56	88	49.76	7.34	148	7.9	3.94	0	3.94	5.32	0	5.32	0	0	0	5.32	0	5.32	0.17	5.49	0.55	0	0.55	0	7	0	0	0	0	16.2	16.2	0	16.2	16.2	0	16.2	0	0.16	0.16	338.97	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	16.2	16.2	0	16.2	16.2	0	16.2	0	0.16	0.16	338.97	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.3	0	0	0	0.3	0	0.3	0.3	0	0.3	--	--	--	--	0	0.9	0.9	0	0	0	0	0.9	0.9	0	0.01	0.01	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	20.99	0	20.99	201.9	0	201.9	222.89	0	222.89	140.2	0	140.2	33.43	1.6	26.15	3.8	31.55	0	43.92	0	0	0	52	0	52	10	0	10	0.96	6	0
74410292	--	--	HI	15	9	15009	Maui County	1995	115.86	67.26	34.56	101.82	21.68	0	21.68	11.3	0	11.3	32.98	0	32.98	20.83	5.86	1.21	0	27.9	5.08	324	0	34	4.66	0	4.66	0.42	0	0.42	5.08	0	5.08	5.86	10.94	5.03	0	5.03	0	14.04	0.77	0	0.77	0	0	0	0.77	0	0.77	55	101.82	20.83	205	21.6	10.8	0	10.8	1.04	0.91	1.95	0	0	0	1.04	0.91	1.95	1.21	3.16	0.22	0.09	0.31	0	11	0	0	0	0	54.7	54.7	0	54.7	54.7	0	54.7	0	0.55	0.55	980.9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	54.7	54.7	0	54.7	54.7	0	54.7	0	0.55	0.55	980.9	0	5	0.04	0	0.04	0.05	0	0.05	0.09	0	0.09	0.09	0	0.09	0	0.85	0	0.85	0	0	0	0.85	0	0.85	0.85	0	0.85	--	--	--	--	0	0.72	0.72	0	0	0	0	0.72	0.72	0	0.01	0.01	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	93.13	0	93.13	239.97	0	239.97	333.1	0	333.1	210.63	0	210.63	49.96	6.6	45.03	4.61	56.24	1.49	23.76	0	0	0	28	0	28	4	0	4	14.41	5	1.49
327462621	--	--	HI	15	1	15001	Hawaii County	2000	148.68	--	--	107.496	31.16	--	--	2.5	--	--	33.66	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	41.184	2.91	--	--	7.22	--	--	10.13	--	--	246	107.496	--	--	--	--	--	--	0.04	0	0.04	0	0	0	0.04	0	0.04	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	52.08	9.75	61.83	0	0	0	52.08	9.75	61.83	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	52.08	9.75	61.83	0	0	0	52.08	9.75	61.83	--	--	--	--	--	--	--	--	0.35	0	0.35	0	0	0	0.35	0	0.35	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	1.41	1.41	--	--	--	--	--	--	--	--	--	--	--	--	--	0.73	0	0.73	1.05	0	1.05	1.78	0	1.78	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	13.35	--	--	6.36	--	--	19.71	--	--	--	--	--	--	3.6	10.9	0	14.5	--	--	--	--	--	--	--	--	--	--	--	--	--	--
327462621	--	--	HI	15	3	15003	Honolulu County	2000	876.16	--	--	868.588	164.81	--	--	0	--	--	164.81	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	7.572	0.24	--	--	0	--	--	0.24	--	--	32	868.588	--	--	--	--	--	--	12.93	0	12.93	0	0	0	12.93	0	12.93	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.47	1067.71	1069.18	0	0	0	1.47	1067.71	1069.18	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	1.47	1067.71	1069.18	0	0	0	1.47	1067.71	1069.18	--	--	--	--	--	--	--	--	0.38	0	0.38	0	0	0	0.38	0	0.38	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.45	0	0.45	--	--	--	--	--	--	--	--	--	--	--	--	--	2.78	--	--	0.49	--	--	3.27	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	31.1	--	--	8.07	--	--	39.17	--	--	--	--	--	--	7.4	16.5	0	23.9	--	--	--	--	--	--	--	--	--	--	--	--	--	--
327462621	--	--	HI	15	5	15005	Kalawao County	2000	0.15	--	--	0.054	0.09	--	--	0	--	--	0.09	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.096	0	--	--	0	--	--	0	--	--	0	0.054	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--
327462621	--	--	HI	15	7	15007	Kauai County	2000	58.46	--	--	49.628	14.94	--	--	0	--	--	14.94	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	8.832	0.79	--	--	0	--	--	0.79	--	--	89	49.628	--	--	--	--	--	--	0.27	0	0.27	0	0	0	0.27	0	0.27	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	15.12	15.12	0	0	0	0	15.12	15.12	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	0	15.12	15.12	0	0	0	0	15.12	15.12	--	--	--	--	--	--	--	--	0.03	0	0.03	0	0	0	0.03	0	0.03	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2	0	0.2	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	10.62	--	--	19.37	--	--	29.99	--	--	--	--	--	--	1.6	25.6	0	27.2	--	--	--	--	--	--	--	--	--	--	--	--	--	--
327462621	--	--	HI	15	9	15009	Maui County	2000	128.09	--	--	112.834	31.83	--	--	5.1	--	--	36.93	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	15.256	0.88	--	--	0	--	--	0.88	--	--	58	112.834	--	--	--	--	--	--	1.26	0.85	2.11	0	0	0	1.26	0.85	2.11	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	54.6	54.6	0	0	0	0	54.6	54.6	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	0	54.6	54.6	0	0	0	0	54.6	54.6	--	--	--	--	--	--	--	--	0.2	0	0.2	0.25	0	0.25	0.45	0	0.45	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.4	0	0.4	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0.08	--	--	0.08	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	115.6	--	--	159.03	--	--	274.63	--	--	--	--	--	--	4.1	51.8	0	55.9	--	--	--	--	--	--	--	--	--	--	--	--	--	--
2058833818	--	--	HI	15	1	15001	Hawaii County	2005	167.293	117.17	0	117.17	37.23	0	37.23	0	0	0	37.23	0	37.23	19.33	--	--	--	--	--	318	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	50.123	0	--	--	8.27	--	--	8.27	--	--	165	117.17	19.33	165	27.6	--	--	--	24.28	0.14	24.42	0	0	0	24.28	0.14	24.42	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	48.9	0.81	49.71	0	0	0	48.9	0.81	49.71	--	--	--	--	--	546.62	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	48.9	0.81	49.71	0	0	0	48.9	0.81	49.71	--	--	--	--	--	546.62	--	--	0.62	0	0.62	0	0	0	0.62	0	0.62	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	1.32	1.32	--	--	--	--	--	--	--	--	--	--	--	--	--	1.46	--	--	1.48	--	--	2.94	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	7.31	--	--	16.48	--	--	23.79	--	--	--	--	--	--	4.12	30.5	0	34.62	--	--	--	--	--	--	--	--	--	--	--	--	--	--
2058833818	--	--	HI	15	3	15003	Honolulu County	2005	905.266	904.09	0	904.09	152.65	0	152.65	0	0	0	152.65	0	152.65	149.17	--	--	--	--	--	169	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.176	0.19	--	--	0	--	--	0.19	--	--	162	904.09	149.17	165	149.36	--	--	--	3.34	1.59	4.93	0	0	0	3.34	1.59	4.93	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	1378.6	1378.6	0	1378.6	1378.6	--	--	--	--	--	4982.7	--	--	0	12.47	12.47	0	0	0	0	12.47	12.47	--	--	--	--	--	1547.81	--	--	0	12.47	12.47	0	1378.6	1378.6	0	1391.07	1391.07	--	--	--	--	--	6530.51	--	--	0.39	0	0.39	0	0	0	0.39	0	0.39	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.34	0	0.34	--	--	--	--	--	--	--	--	--	--	--	--	--	0.77	--	--	0.98	--	--	1.75	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	7.31	--	--	34.69	--	--	42	--	--	--	--	--	--	7.3	12.2	0	19.5	--	--	--	--	--	--	--	--	--	--	--	--	--	--
2058833818	--	--	HI	15	5	15005	Kalawao County	2005	0.111	0.111	0	0.111	0.02	0	0.02	0	0	0	0.02	0	0.02	0.02	--	--	--	--	--	180	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	--	--	0	--	--	0	--	--	na	0.111	0.02	180	0.02	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--
2058833818	--	--	HI	15	7	15007	Kauai County	2005	62.64	51.49	0	51.49	26.45	0	26.45	0.75	0	0.75	27.2	0	27.2	8.5	--	--	--	--	--	528	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	11.15	1.84	--	--	0	--	--	1.84	--	--	165	51.49	8.5	165	10.34	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	10.8	10.8	0	0	0	0	10.8	10.8	--	--	--	--	--	18.21	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0	10.8	10.8	0	0	0	0	10.8	10.8	--	--	--	--	--	18.21	--	--	0.06	0	0.06	0	0	0	0.06	0	0.06	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.18	0	0.18	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.58	--	--	8.69	--	--	9.27	--	--	--	--	--	--	1.6	11.3	0	12.9	--	--	--	--	--	--	--	--	--	--	--	--	--	--
