STUDY	DATASETNAME	BESTAVAILABLE	USSTATEALPHACODE	STATECODE	COUNTYCODE	STATECOUNTYCODE	COUNTYNAME	YEAR	TP-TotPop	PS-GWPop	PS-SWPop	PS-TOPop	PS-WGWFr	PS-WGWSa	PS-WGWTo	PS-WSWFr	PS-WSWSa	PS-WSWTo	PS-WFrTo	PS-WSaTo	PS-WTotl	PS-DelDO	PS-DelCO	PS-DelIN	PS-DelPT	PS-DelTO	PS-UsLos	PS-PrCap	PS-RecWW	PS-Facil	CO-WGWFr	CO-WGWSa	CO-WGWTo	CO-WSWFr	CO-WSWSa	CO-WSWTo	CO-WFrTo	CO-WSaTo	CO-WTotl	CO-PSDel	CO-WDelv	CO-CUsFr	CO-CUsSa	CO-CUTot	CO-RecWW	DO-SSPop	DO-WGWFr	DO-WGWSa	DO-WGWTo	DO-WSWFr	DO-WSWSa	DO-WSWTo	DO-WFrTo	DO-WSaTo	DO-WTotl	DO-SSPCp	DO-PSPop	DO-PSDel	DO-PSPCp	DO-WDelv	DO-CUsFr	DO-CUsSa	DO-CUTot	IN-WGWFr	IN-WGWSa	IN-WGWTo	IN-WSWFr	IN-WSWSa	IN-WSWTo	IN-WFrTo	IN-WSaTo	IN-WTotl	IN-PSDel	IN-WDelv	IN-CUsFr	IN-CUsSa	IN-CUTot	IN-RecWW	IN-Facil	PF-WGWFr	PF-WGWSa	PF-WGWTo	PF-WSWFr	PF-WSWSa	PF-WSWTo	PF-WFrTo	PF-WSaTo	PF-WTotl	PF-PSDel	PF-WDelv	PF-CUsFr	PF-CUsSa	PF-CUTot	PF-Power	PF-RecWW	PF-Facil	PG-WGWFr	PG-WGWSa	PG-WGWTo	PG-WSWFr	PG-WSWSa	PG-WSWTo	PG-WFrTo	PG-WSaTo	PG-WTotl	PG-PSDel	PG-WDelv	PG-CUsFr	PG-CUsSa	PG-CUTot	PG-Power	PG-RecWW	PG-Facil	PN-WGWFr	PN-WGWSa	PN-WGWTo	PN-WSWFr	PN-WSWSa	PN-WSWTo	PN-WFrTo	PN-WSaTo	PN-WTotl	PN-PSDel	PN-WDelv	PN-CUsFr	PN-CUsSa	PN-CUTot	PN-Power	PN-RecWW	PN-Facil	PO-WGWFr	PO-WGWSa	PO-WGWTo	PO-WSWFr	PO-WSWSa	PO-WSWTo	PO-WFrTo	PO-WSaTo	PO-WTotl	PO-PSDel	PO-WDelv	PO-CUsFr	PO-CUsSa	PO-CUTot	PO-Power	PO-RecWW	PO-Facil	PC-WGWFr	PC-WGWSa	PC-WGWTo	PC-WSWFr	PC-WSWSa	PC-WSWTo	PC-WFrTo	PC-WSaTo	PC-WTotl	PC-PSDel	PC-WDelv	PC-CUsFr	PC-CUsSa	PC-CUTot	PC-Power	PC-RecWW	PC-Facil	PT-WGWFr	PT-WGWSa	PT-WGWTo	PT-WSWFr	PT-WSWSa	PT-WSWTo	PT-WFrTo	PT-WSaTo	PT-WTotl	PT-PSDel	PT-WDelv	PT-CUsFr	PT-CUsSa	PT-CUTot	PT-Power	PT-RecWW	PT-Facil	MI-WGWFr	MI-WGWSa	MI-WGWTo	MI-WSWFr	MI-WSWSa	MI-WSWTo	MI-WFrTo	MI-WSaTo	MI-WTotl	MI-CUsFr	MI-CUsSa	MI-CUTot	MI-RecWW	LS-WGWFr	LS-WGWSa	LS-WGWTo	LS-WSWFr	LS-WSWSa	LS-WSWTo	LS-WFrTo	LS-WSaTo	LS-WTotl	LS-CUsFr	LS-CUsSa	LS-CUTot	LI-WGWFr	LI-WSWFr	LI-WFrTo	LI-CUsFr	LA-WGWFr	LA-WGWSa	LA-WGWTo	LA-WSWFr	LA-WSWSa	LA-WSWTo	LA-WFrTo	LA-WSaTo	LA-WTotl	LA-CUsFr	LA-CUsSa	LA-CUTot	AQ-WGWFr	AQ-WGWSa	AQ-WGWTo	AQ-WSWFr	AQ-WSWSa	AQ-WSWTo	AQ-WFrTo	AQ-WSaTo	AQ-WTotl	AQ-CUsFr	AQ-CUsSa	AQ-CUTot	IC-WGWFr	IC-WSWFr	IC-WFrTo	IC-CUsFr	IC-CLoss	IC-IrSpr	IC-IrMic	IC-IrSur	IC-IrTot	IC-RecWW	IG-WGWFr	IG-WSWFr	IG-WFrTo	IG-CUsFr	IG-CLoss	IG-IrSpr	IG-IrMic	IG-IrSur	IG-IrTot	IG-RecWW	IT-WGWFr	IT-WGWSa	IT-WGWTo	IT-WSWFr	IT-WSWSa	IT-WSWTo	IT-WFrTo	IT-WSaTo	IT-WTotl	IT-CUsFr	IT-CUsSa	IT-CUTot	IT-CLoss	IT-IrSpr	IT-IrMic	IT-IrSur	IT-IrTot	IT-RecWW	HY-InUse	HY-OffFr	HY-OffSa	HY-OffTo	HY-InPow	HY-OfPow	HY-ToPow	HY-InFac	HY-OfFac	HY-ToFac	WW-PuRet	WW-PuFac	WW-RecWW
1255105252	--	--	DE	10	3	10003	New Castle County	2000	500.27	215.66	253.09	468.75	22	--	--	49.85	--	--	71.85	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	31.52	2.52	--	--	0	--	--	2.52	--	--	80	468.75	--	--	--	--	--	--	7.57	0	7.57	10.89	3.25	14.14	18.46	3.25	21.71	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	0	0	0	365.98	354.96	720.94	365.98	354.96	720.94	--	--	--	--	--	--	--	--	0	0	0	365.98	354.96	720.94	365.98	354.96	720.94	--	--	--	--	--	--	--	--	0.14	0	0.14	0.13	0	0.13	0.27	0	0.27	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	1.39	0.26	1.65	--	--	3.19	0	0	3.19	--	0.37	0.61	0.98	--	--	1.08	0	0	1.08	--	1.76	--	1.76	0.87	--	0.87	2.63	--	2.63	--	--	--	--	4.27	0	0	4.27	--	--	--	--	--	--	--	--	--	--	--	--	--	--
1255105252	--	--	DE	10	5	10005	Sussex County	2000	156.64	78.42	0	78.42	12.6	--	--	0	--	--	12.6	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	78.22	6.26	--	--	0	--	--	6.26	--	--	80	78.42	--	--	--	--	--	--	7.88	0	7.88	31.58	0	31.58	39.46	0	39.46	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	--	--	--	0.47	0	0.47	0	382.85	382.85	0.47	382.85	383.32	--	--	--	--	--	--	--	--	0.47	0	0.47	0	382.85	382.85	0.47	382.85	383.32	--	--	--	--	--	--	--	--	0.1	0	0.1	0.09	0	0.09	0.19	0	0.19	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	23.24	4.43	27.67	--	--	52.7	0.71	0	53.41	--	0.41	0.51	0.92	--	--	0.77	0	0	0.77	--	23.65	--	23.65	4.94	--	4.94	28.59	--	28.59	--	--	--	--	53.47	0.71	0	54.18	--	--	--	--	--	--	--	--	--	--	--	--	--	--
3828197908	--	--	DE	10	1	10001	Kent County	2005	143.968	101.81	0	101.81	12	0	12	0	0	0	12	0	12	7.44	--	--	--	--	--	118	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	42.158	3.37	--	--	0	--	--	3.37	--	--	80	101.81	7.44	73	10.81	--	--	--	1.19	0	1.19	0	0	0	1.19	0	1.19	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0.32	0	0.32	0	0	0	0.32	0	0.32	--	--	--	--	--	206.42	--	--	0.32	0	0.32	0	0	0	0.32	0	0.32	--	--	--	--	--	206.42	--	--	0.33	0	0.33	0.31	0.01	0.32	0.64	0.01	0.65	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.4	0.1	0.5	--	--	--	--	--	--	--	--	--	--	--	--	--	0.1	--	--	0	--	--	0.1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	16.54	--	--	2.92	--	--	19.46	--	--	--	--	--	--	28.66	0.35	0	29.01	--	--	--	--	--	--	--	--	--	--	--	--	--	--
3828197908	--	--	DE	10	3	10003	New Castle County	2005	523.008	232.85	281.4	514.25	26	0	26	45	0	45	71	0	71	29.91	--	--	--	--	--	138	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	8.758	0.7	--	--	0	--	--	0.7	--	--	80	514.25	29.91	58	30.61	--	--	--	4.33	0	4.33	2.83	0	2.83	7.16	0	7.16	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	417.13	0	417.13	417.13	0	417.13	--	--	--	--	--	2277.6	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0	0	0	417.13	0	417.13	417.13	0	417.13	--	--	--	--	--	2277.6	--	--	0.28	0	0.28	0.26	0	0.26	0.54	0	0.54	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.07	0.02	0.09	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.5	--	--	0.27	--	--	1.77	--	--	--	--	--	--	2.6	0.03	0	2.63	--	--	--	--	--	--	--	--	--	--	--	--	--	--
3828197908	--	--	DE	10	5	10005	Sussex County	2005	176.548	147.03	0	147.03	13.24	0	13.24	0	0	0	13.24	0	13.24	7.28	--	--	--	--	--	90	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	29.518	2.36	--	--	0	--	--	2.36	--	--	80	147.03	7.28	50	9.64	--	--	--	6.1	0	6.1	26.9	0	26.9	33	0	33	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	374.22	374.22	0	374.22	374.22	--	--	--	--	--	1751.48	--	--	0	0	0	4.74	8.4	13.14	4.74	8.4	13.14	--	--	--	--	--	2014.2	--	--	0	0	0	4.74	382.62	387.36	4.74	382.62	387.36	--	--	--	--	--	3765.68	--	--	0.19	0	0.19	0.18	0	0.18	0.37	0	0.37	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.04	0.01	1.05	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	37.3	--	--	6.58	--	--	43.88	--	--	--	--	--	--	64.64	0.85	0	65.49	--	--	--	--	--	--	--	--	--	--	--	--	--	--
1843769439	--	--	DE	10	1	10001	Kent County	2010	162.31	109.48	0	109.48	10.7	0	10.7	0	0	0	10.7	0	10.7	8.76	--	--	--	--	--	98	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	52.83	4.23	--	--	0	--	--	4.23	--	--	80	109.48	8.76	80	12.99	--	--	--	0.12	0	0.12	0	0	0	0.12	0	0.12	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0.37	0	0.37	0	0	0	0.37	0	0.37	--	--	--	--	--	70	--	--	0.37	0	0.37	0	0	0	0.37	0	0.37	--	--	--	--	--	70	--	--	0.11	0	0.11	0.1	0	0.1	0.21	0	0.21	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.39	0	0.39	--	--	--	--	--	--	--	--	--	--	--	--	--	0.06	--	--	0	--	--	0.06	--	--	--	--	--	22.84	4.03	26.87	--	--	35.82	0.31	0	36.13	--	0.35	0	0.35	--	--	0.37	0	0	0.37	--	23.19	--	23.19	4.03	--	4.03	27.22	--	27.22	--	--	--	--	36.19	0.31	0	36.5	--	--	--	--	--	--	--	--	--	--	--	--	--	--
1843769439	--	--	DE	10	3	10003	New Castle County	2010	538.479	36.333	441.73	478.063	19.88	0	19.88	33.3	0	33.3	53.18	0	53.18	38.25	--	--	--	--	--	111	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	60.416	4.83	--	--	0	--	--	4.83	--	--	80	478.063	38.25	80	43.08	--	--	--	2.19	0	2.19	78.33	0	78.33	80.52	0	80.52	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	254.74	254.74	0	254.74	254.74	--	--	--	--	--	653	--	--	0	0	0	7.45	0	7.45	7.45	0	7.45	--	--	--	--	--	2138	--	--	0	0	0	7.45	254.74	262.19	7.45	254.74	262.19	--	--	--	--	--	2791	--	--	0.09	0	0.09	0.08	0	0.08	0.17	0	0.17	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.09	0	0.09	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	1.89	0.33	2.22	--	--	2.97	0.03	0	3	--	1.05	0.43	1.48	--	--	1.26	0	0	1.26	--	2.94	--	2.94	0.76	--	0.76	3.7	--	3.7	--	--	--	--	4.23	0.03	0	4.26	--	--	--	--	--	--	--	--	--	--	--	--	--	--
1843769439	--	--	DE	10	5	10005	Sussex County	2010	197.145	125.124	0	125.124	14.18	0	14.18	0	0	0	14.18	0	14.18	10.01	--	--	--	--	--	113	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	72.021	5.76	--	--	0	--	--	5.76	--	--	80	125.124	10.01	80	15.77	--	--	--	6.12	0	6.12	9.2	0	9.2	15.32	0	15.32	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	0	0	162.51	162.51	0	162.51	162.51	--	--	--	--	--	2293	--	--	0	0	0	0	0	0	0	0	0	--	--	--	--	--	0	--	--	0	0	0	0	162.51	162.51	0	162.51	162.51	--	--	--	--	--	2293	--	--	0.24	0	0.24	0.23	0	0.23	0.47	0	0.47	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.83	0	0.83	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	--	--	--	57.62	10.17	67.79	--	--	90.37	0.77	0	91.14	--	2.37	0.25	2.62	--	--	1.11	0	0	1.11	--	59.99	--	59.99	10.42	--	10.42	70.41	--	70.41	--	--	--	--	91.48	0.77	0	92.25	--	--	--	--	--	--	--	--	--	--	--	--	--	--
1164639888	--	--	HI	15	1	15001	Hawaii County	1985	115.8	102.41	11.07	113.48	15.19	--	--	9	--	--	24.19	--	--	8.54	6.21	0.78	0	15.53	--	--	--	--	1.46	--	--	0	--	--	1.46	--	--	6.21	--	0.77	--	--	--	2.32	0.53	--	--	0	--	--	0.53	--	--	228	113.48	8.54	75	9.07	6.92	--	--	4.69	0	4.69	0	0	0	4.69	0	4.69	0.78	5.47	0.55	0	0.55	0	--	51.63	--	--	0	0	0	51.63	--	--	0	--	0.52	0	0.52	318.67	--	--	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	--	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	51.63	--	--	--	--	--	--	--	--	0	--	0.52	0	0.52	318.67	--	--	0	0	0	0	0	0	0	0	0	0	0	0	--	0	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.61	--	--	52.14	--	--	54.75	--	--	7.74	--	--	5.48	0.6	--	100.2	--	0.51	37.79	--	--	--	19.17	--	--	--	--	--	7.37	5	--
1164639888	--	--	HI	15	3	15003	Honolulu County	1985	865.1	847.8	0	847.8	130.4	--	--	0	--	--	130.4	--	--	78.25	44.35	5.6	0	128.2	--	--	--	--	28.54	--	--	0	--	--	28.54	--	--	44.35	--	29.41	--	--	--	17.3	10.13	--	--	0	--	--	10.13	--	--	586	847.8	78.25	92	88.38	51.91	--	--	10.03	0	10.03	0	0	0	10.03	0	10.03	5.6	15.63	5.19	0	5.19	0	--	34.42	--	--	0	821	821	34.42	--	--	0	--	0.34	8.21	8.55	5586.2	--	--	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	--	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	34.42	--	--	--	--	--	--	--	--	0	--	0.34	8.21	8.55	5586.2	--	--	0	0	0	0	0	0	0	0	0	0	0	0	--	0.15	--	--	0	--	--	0.15	--	--	0.1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	144.47	--	--	43.42	--	--	187.89	--	--	3.02	--	--	18.79	0	--	41.3	--	0.88	0	--	--	--	0	--	--	--	--	--	116.69	17	--
1164639888	--	--	HI	15	5	15005	Kalawao County	1985	0.15	0.15	0	0.15	0.02	--	--	0	--	--	0.02	--	--	0.02	0	0	0	0.02	--	--	--	--	0	--	--	0	--	--	0	--	--	0	--	0	--	--	--	0	0	--	--	0	--	--	0	--	--	na	0.15	0.02	133	0.02	0.01	--	--	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	--	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	--	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	--	--	--	--	--	--	0	--	0	0	0	0	--	--	0	0	0	0	0	0	0	0	0	0	0	0	--	0	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	0	--	--	0	0	--	0	--	0	0	--	--	--	0	--	--	--	--	--	0	0	--
1164639888	--	--	HI	15	7	15007	Kauai County	1985	55.6	52.88	1.6	54.48	10.48	--	--	0.33	--	--	10.81	--	--	10.08	0	0	0	10.08	--	--	--	--	2.5	--	--	0	--	--	2.5	--	--	0	--	0.38	--	--	--	1.12	0.03	--	--	0	--	--	0.03	--	--	27	54.48	10.08	185	10.11	5.57	--	--	0.33	0	0.33	2.7	0	2.7	3.03	0	3.03	0	3.03	0.32	0	0.32	0	--	0	--	--	3.8	10.8	14.6	3.8	--	--	0	--	0.04	0.11	0.15	0.1	--	--	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	--	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	--	--	--	--	--	--	0	--	0.04	0.11	0.15	0.1	--	--	0	0	0	0	0	0	0	0	0	0	0	0	--	0	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	48.28	--	--	160.68	--	--	208.96	--	--	4.66	--	--	20.9	0	--	45.41	--	0	240.8	--	--	--	43.12	--	--	--	--	--	1.52	4	--
1164639888	--	--	HI	15	9	15009	Maui County	1985	115.35	45.52	67.52	113.04	16.4	--	--	22.09	--	--	38.49	--	--	35.37	0	0	0	35.37	--	--	--	--	0	--	--	0	--	--	0	--	--	0	--	0	--	--	--	2.31	0.11	--	--	0.25	--	--	0.36	--	--	156	113.04	35.37	313	35.73	6.42	--	--	0.59	0	0.59	2.1	0	2.1	2.69	0	2.69	0	2.69	0.27	0	0.27	0	--	0.1	--	--	0	48.56	48.56	0.1	--	--	0	--	0	0.49	0.49	247.1	--	--	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	--	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.1	--	--	--	--	--	--	--	--	0	--	0	0.49	0.49	247.1	--	--	0	0	0	0	0	0	0	0	0	0	0	0	--	0.55	--	--	3.05	--	--	3.6	--	--	2.1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	141.06	--	--	313.52	--	--	454.58	--	--	5.32	--	--	45.48	0	--	76.3	--	0	4.42	--	--	--	1.09	--	--	--	--	--	13.4	3	--
3258133432	--	--	HI	15	1	15001	Hawaii County	1990	120.32	80.16	10.08	90.24	23.87	--	--	3	--	--	26.87	--	--	17.1	1.54	0.19	0.33	19.16	--	--	--	36	1.92	--	--	0	--	--	1.92	--	--	1.54	--	2.2	--	--	--	30.08	1.26	--	--	0.51	--	--	1.77	--	--	59	90.24	17.1	189	18.87	9.35	--	--	3.47	0	3.47	16.5	0	16.5	19.97	0	19.97	0.19	20.16	0	0	0	0	28	56.8	--	--	0	39.88	39.88	56.8	--	--	0.33	--	0.95	0.4	1.35	570.4	--	8	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	0	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	56.8	--	--	--	--	--	--	--	--	0.33	--	0.95	0.4	1.35	570.4	--	8	0.29	0	0.29	0	0	0	0.29	0	0.29	0.26	0	0.26	--	0	--	--	3.39	--	--	3.39	--	--	3.39	--	--	--	--	--	--	0	--	--	0.43	--	--	0.43	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9.31	--	--	9.7	--	--	19.01	--	--	11.84	--	--	2.99	8.61	--	0	--	0.89	69.95	--	--	--	22.74	--	--	3	--	--	6.12	6	0.5
3258133432	--	--	HI	15	3	15003	Honolulu County	1990	836.23	827.87	0	827.87	157.72	--	--	1.42	--	--	159.14	--	--	82.61	48.71	6.01	0	137.33	--	--	--	46	34.34	--	--	0	--	--	34.34	--	--	48.71	--	17.71	--	--	--	8.36	3.41	--	--	0	--	--	3.41	--	--	408	827.87	82.61	100	86.02	43.01	--	--	16.13	0	16.13	0	0	0	16.13	0	16.13	6.01	22.14	2.21	0	2.21	0	62	0.65	--	--	0	1419.12	1419.12	0.65	--	--	0	--	0.04	14.19	14.23	6526.68	--	7	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	0	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.65	--	--	--	--	--	--	--	--	0	--	0.04	14.19	14.23	6526.68	--	7	0.76	0	0.76	0	0	0	0.76	0	0.76	0.68	0	0.68	--	1.19	--	--	0	--	--	1.19	--	--	1.19	--	--	--	--	--	--	1.37	--	--	0	--	--	1.37	--	--	0.01	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	118.11	--	--	37.27	--	--	155.38	--	--	126.65	--	--	25.66	24.86	--	3.27	--	3.34	0	--	--	--	0	--	--	0	--	--	121.81	12	3.34
3258133432	--	--	HI	15	5	15005	Kalawao County	1990	0	0	0	0	0	--	--	0	--	--	0	--	--	0	0	0	0	0	--	--	--	0	0	--	--	0	--	--	0	--	--	0	--	0	--	--	--	0	0	--	--	0	--	--	0	--	--	na	0	0	na	0	0	--	--	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	0	0	0	0	--	--	--	--	--	--	0	--	0	0	0	0	--	0	0	--	--	0	0	0	0	--	--	0	--	0	0	0	0	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	--	--	--	--	--	--	0	--	0	0	0	0	--	0	0	0	0	0	0	0	0	0	0	0	0	0	--	0	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	0	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	--	--	0	--	--	0	--	--	0	--	--	0	0	--	0	--	0	0	--	--	--	0	--	--	0	--	--	0	0	0
